,Product Name,Price,Brand,Categories,Product Sold,Stock,Rating,5 Start,4 Start,3 Start,2 Start,1 Start,Total Rating,No of Comments,Image and Video,Parent Category
0,Porozi Áo sweater dệt kim tay dài cổ tròn thời trang Hàn Quốc dành cho nữ,139000.0,porozi,Thời Trang Nữ/Áo len & Cardigan,931,142230,4.7,290,10,15,4,11,330,166,143,Thời Trang Nữ
1,FREESHIP- Áo len cổ tròn màu xanh đính cúc phong cách hàn quốc ( Hàng có sẵn),152000.0,porozi,Thời Trang Nữ/Áo len & Cardigan,241,17,4.9,56,5,0,0,0,61,45,39,Thời Trang Nữ
2,Áo len cho bố nam trung niên loại 1 đẹp dày dặn mềm mịn hàng quảng châu quà tặng cho bố tặng ông lớn tuổi mặc mùa đông,100000.0,porozi,"Thời Trang Nam/Áo Hoodie, Áo Len & Áo Nỉ/Áo Len",176,280,4.6,37,4,4,0,2,47,25,11,Thời Trang Nam
3,"Áo Len Nam Cổ Tròn Trơn SUKIYA Nhiều Màu, Đủ Size Chất Len Lông Cừu mềm Mịn AL15",164250.0,SUKIYA JAPAN,"Thời Trang Nam/Áo Hoodie, Áo Len & Áo Nỉ/Áo Len",7800,83902,4.9,2300,102,41,10,22,2500,1300,1000,Thời Trang Nam
4,Áo khoác cardigan len lửng tay dài nhiều màu,215000.0,SUKIYA JAPAN,Thời Trang Nữ/Áo len & Cardigan,556,11,4.9,135,7,3,0,2,147,86,75,Thời Trang Nữ
5,Áo len oversize form dáng rộng dệt kim dài tay kẻ ngang màu nâu cổ chữ V nữ famos,165000.0,SUKIYA JAPAN,Thời Trang Nữ/Áo len & Cardigan,716,0,4.9,223,11,8,0,0,242,177,154,Thời Trang Nữ
6,ÁO KHOÁC CARDIGAN LEN NỮ QUẢNG CHÂU HỌA TIẾT HÌNH THOI KIM CƯƠNG TRÁM MÀU ĐEN HỒNG KẺ SỌC PHONG CÁCH HÀN QUỐC ac5,169000.0,SUKIYA JAPAN,Thời Trang Nữ/Áo len & Cardigan,21900,142230,4.9,3800,113,47,16,41,4100,1600,1400,Thời Trang Nữ
7,[SẴN HÀNG] Áo len Noel giáng sinh cực nhiều mẫu hot hàng QC,259000.0,SUKIYA JAPAN,Thời Trang Nữ/Áo len & Cardigan,410,421,4.8,68,7,3,1,0,79,51,32,Thời Trang Nữ
8,"Áo len lông thỏ cao cấp siêu mềm mịn , ao len nữ mùa đông đáng yêu",230000.0,SUKIYA JAPAN,Thời Trang Nữ/Áo/Khác,140,690,5.0,39,2,0,0,0,41,24,20,Thời Trang Nữ
9,Áo len nữ màu trắng đen nâu phom xinh thời trang sweater cổ tròn dài tay chất len dệt kim dày dặn phong cách Hàn,205000.0,SUKIYA JAPAN,Thời Trang Nữ/Áo len & Cardigan,402,157,4.9,111,4,1,0,0,116,77,56,Thời Trang Nữ
10,ÁO LEN THỪNG CỔ LÔNG HÀNG QC LOẠI 1,209000.0,SUKIYA JAPAN,"Thời Trang Nữ/Áo khoác, Áo choàng & Vest/Áo khoác mùa đông & Áo choàng",457,92,4.7,102,2,1,3,5,113,69,56,Thời Trang Nữ
11,"Áo Nỉ , Áo Swetear Cổ Tròn  Hoạ Tiết Skeleton Heart Dáng Xuông",149000.0,SUKIYA JAPAN,"Thời Trang Nam/Áo Hoodie, Áo Len & Áo Nỉ/Áo Len",3100,29793,4.7,37,1,0,1,2,41,30,9,Thời Trang Nam
12,"áo len cardigan ,áo khoác ngoài",189000.0,SUKIYA JAPAN,Thời Trang Nữ/Áo len & Cardigan,581,737,0.0,0,0,0,0,0,235,0,0,Thời Trang Nữ
13,(CÓ VIDEO) Áo gile len nam nữ trắng đen xám sọc viền Hàn Quốc unisex form rộng bigsize khoác ngoài ulzzang mới 2022,158000.0,Ulzzang,"Thời Trang Nam/Áo Hoodie, Áo Len & Áo Nỉ/Áo Len",323,442,4.8,82,4,5,0,1,92,50,32,Thời Trang Nam
14,Áo khoác len croptop Forgirl tay bồng phối viền xẻ,163000.0,Ulzzang,Thời Trang Nữ/Áo len & Cardigan,1500,142230,4.8,359,21,11,3,11,405,90,74,Thời Trang Nữ
15,Áo Len Tăm Cổ 3 Phân Bigsize 50-65kg,99000.0,Ulzzang,Thời Trang Nữ/Áo len & Cardigan,400,193,4.8,103,3,7,3,0,116,56,37,Thời Trang Nữ
16,Áo len lông thừng dày dặn 3 màu hàng qc l1 (kèm ảnh thật và video),245000.0,Ulzzang,Thời Trang Nữ/Áo len & Cardigan,31,123,4.9,8,1,0,0,0,9,8,6,Thời Trang Nữ
17,"( Sắn màu Kem) Áo Cardigan lông thỏ 2022 phù hợp với mùa xuân , mùa thu",247000.0,Ulzzang,Thời Trang Nữ/Áo len & Cardigan,17,581,5.0,5,0,0,0,0,5,2,1,Thời Trang Nữ
18,Len rách 5 màu,210000.0,Ulzzang,Thời Trang Nữ/Áo/Khác,321,304,4.8,76,6,2,1,0,85,52,41,Thời Trang Nữ
19,(H137) Áo Len Thừng Mỏng Trơn Màu Pastel Nhẹ Nhàng Cổ V Chất Vải Mềm Nhẹ phong cách Hàn Quốc( Kèm video+ ảnh thật) ❤️,218000.0,Ulzzang,Thời Trang Nữ/Áo len & Cardigan,445,1101,4.9,126,11,2,0,0,139,107,97,Thời Trang Nữ
20,Áo Len Nam Cổ Tròn SUKIYA Hàng Hiệu Chất dày dặn Fom Hàn Quốc đẹp AL10,214140.0,SUKIYA,"Thời Trang Nam/Áo Hoodie, Áo Len & Áo Nỉ/Áo Len",11200,54988,0.0,0,0,0,0,0,3800,0,0,Thời Trang Nam
21,[NEW] ÁO LEN OFF SALE 2 MÀU [KÈM ẢNH KHÁCH FEEDBACK],280000.0,SUKIYA,Thời Trang Nữ/Áo len & Cardigan,97,31,4.5,20,2,2,2,0,27,16,13,Thời Trang Nữ
22,Xiaozhainv Áo croptop dệt kim tay dài dáng rộng duyên dáng dễ phối đồ cho nữ,129000.0,XIAO ZHAI NV,Thời Trang Nữ/Áo len & Cardigan,1400,9111,4.5,370,29,24,17,20,460,257,218,Thời Trang Nữ
23,áo len nữ kiểu cổ tim dây cổ choker thiết kế vạt chéo thời trang A709 SUTANO,135000.0,XIAO ZHAI NV,Thời Trang Nữ/Áo len & Cardigan,2000,29816,4.8,543,45,19,7,11,625,131,111,Thời Trang Nữ
24,Xiaozhainv Áo khoác len cổ chữ V dáng rộng phong cách Hàn Quốc sành điệu cho nữ,159000.0,XIAO ZHAI NV,Thời Trang Nữ/Áo len & Cardigan,2000,9207,4.7,638,53,36,9,14,750,483,430,Thời Trang Nữ
25,May Shop - Áo len Hàn 2hand siêu xinh ( Chốt trên livestream),49000.0,XIAO ZHAI NV,Thời Trang Nữ/Áo len & Cardigan,2100,43,4.6,438,27,20,7,27,519,378,315,Thời Trang Nữ
26,[Hot] Áo len thom hàng ord không sẵn,280000.0,XIAO ZHAI NV,Thời Trang Nữ/Áo/Khác,9,37,4.6,4,0,1,0,0,5,5,3,Thời Trang Nữ
27,Áo Len Ghile Nam SUKIYA Chất Len Lông Cừu Mềm Mịn Hàng Cao Cấp AL31,189050.0,SUKIYA JAPAN,"Thời Trang Nam/Áo Hoodie, Áo Len & Áo Nỉ/Áo Len",5300,48447,4.9,1500,84,14,5,9,1600,745,574,Thời Trang Nam
28,Áo cardigan cổ tròn túi vuông 4 màu dệt kim dày dặn,179000.0,VUÔNG,Thời Trang Nữ/Áo len & Cardigan,1100,7,4.9,341,13,5,1,1,361,249,230,Thời Trang Nữ
29,"Áo Len Nam cổ lọ dài tay đẹp, Áo len nam cao cổ thời trang cao cấp chất co dãn tốt, dày dặn AL01 PROMAN",138500.0,VUÔNG,"Thời Trang Nam/Áo Hoodie, Áo Len & Áo Nỉ/Áo Len",3000,18543,4.8,628,50,18,6,15,717,288,200,Thời Trang Nam
30,ÁO LEN ULZZANG PHỐI MŨ CỰC CHẤT,265000.0,Ulzzang,Thời Trang Nữ/Áo len & Cardigan,559,41,4.9,164,12,2,1,0,179,117,98,Thời Trang Nữ
31,Áo  trễ Vai tay bồng dáng hàn quốc  bo đai hàng Loại 1 quảng châu .Ulzzang  chất mềm đẹp (Kèm ảnh thật).,161000.0,Ulzzang,Thời Trang Nữ/Áo len & Cardigan,618,7,0.0,0,0,0,0,0,235,0,0,Thời Trang Nữ
32,Áo khoác cardigan nam cổ chữ V chất liệu len M.RO CD04 form rộng phong cách Hàn Quốc Mrhero áo khoác nhẹ mùa thu đông,244000.0,M.RO,"Thời Trang Nam/Áo Hoodie, Áo Len & Áo Nỉ/Áo Len",920,201,4.8,259,25,5,0,4,293,159,116,Thời Trang Nam
33,"Áo len nam cổ tròn đẹp, áo len cao cấp chất len dày dặnphong cách trẻ trung cá tính  [RM04] - Rman",149000.0,M.RO,"Thời Trang Nam/Áo Hoodie, Áo Len & Áo Nỉ/Áo Len",480,10843,4.8,118,13,3,1,2,137,64,49,Thời Trang Nam
34,( Hàng Sẵn ) Áo len thừng cổ tim,148000.0,M.RO,Thời Trang Nữ/Áo len & Cardigan,308,231,4.7,93,16,1,4,0,114,76,66,Thời Trang Nữ
35,Áo len cổ tròn dáng rộng họa tiết kẻ sọc màu sắc thời trang cho nam và nữ,177000.0,M.RO,"Thời Trang Nam/Áo Hoodie, Áo Len & Áo Nỉ/Áo Len",882,16856,4.6,176,28,10,5,6,225,107,90,Thời Trang Nam
36,Áo gile unisex G001 LECHAU form rộng Gile Basic Tea nam nữ oversize phong cách ulzzang,59000.0,Ulzzang,Thời Trang Nữ/Áo len & Cardigan,934,340,4.9,395,23,2,1,0,421,254,204,Thời Trang Nữ
37,Áo  Len trễ vai bản to  dáng rộng phong cách hàn quốc hàng loại 1 chuẩn quảng châu,215000.0,Ulzzang,Thời Trang Nữ/Áo len & Cardigan,442,27,4.9,108,6,0,0,1,115,66,58,Thời Trang Nữ
38,[SẴN] Áo khoác cardigan len trơn cúc ngọc tiểu thư (Ảnh thật shop chụp),261500.0,Ulzzang,Thời Trang Nữ/Áo len & Cardigan,437,129,5.0,115,4,0,0,0,119,86,68,Thời Trang Nữ
39,Áo Len Nam Cổ Cao 3 Phân SUKIYA Hàng Cao Cấp Mềm Mịn AL35,193815.0,SUKIYA JAPAN,"Thời Trang Nam/Áo Hoodie, Áo Len & Áo Nỉ/Áo Len",5800,23829,4.8,1700,113,58,12,23,1900,982,775,Thời Trang Nam
40,"Áo Len Nam Nữ Màu Nâu Tây Cổ Chữ V Dài Tay Basic Chất Dày Dặn Loại 1 Phom Suông, Áo Len Đôi Unisex Hàn Quốc",215000.0,SUKIYA JAPAN,Thời Trang Nữ/Áo len & Cardigan,551,1764,4.7,151,12,7,1,4,175,99,74,Thời Trang Nữ
41,Áo khoác len cardigan Forgirl mùa thu đông dày dặn,74000.0,SUKIYA JAPAN,Thời Trang Nữ/Áo len & Cardigan,16100,129,0.0,0,0,0,0,0,7300,0,0,Thời Trang Nữ
42,Áo len dệt kim lông lạc đà cổ V dáng xuông dài tay mềm mại ấm áp 5 màu pastel,169000.0,SUKIYA JAPAN,Thời Trang Nữ/Áo len & Cardigan,462,26,4.8,136,11,1,1,2,151,97,82,Thời Trang Nữ
43,Xiaozhainv Áo len tay dài cổ polo phong cách Pháp thời trang cho nữ,123000.0,XIAO ZHAI NV,Thời Trang Nữ/Áo len & Cardigan,2000,142230,4.8,557,33,19,8,12,630,352,293,Thời Trang Nữ
44,Áo len trễ vai cổ V tay bồng kiểu Hàn Quốc - Áo len kiểu nữ Ulzzang HABII AL03,159000.0,Ulzzang,Thời Trang Nữ/Áo len & Cardigan,3300,480,4.9,1100,43,7,2,0,1200,802,716,Thời Trang Nữ
45,Áo Khoác Len cardigan Một Mảnh Hở Vai Dáng Ôm Thời Trang Dành Cho Bạn Nữ,165000.0,ihkke,Thời Trang Nữ/Áo len & Cardigan,835,7993,4.7,204,16,6,3,11,240,148,132,Thời Trang Nữ
46,May Shop - Áo len 2hand phong cách Hàn Quốc,69000.0,ihkke,Thời Trang Nữ/Áo len & Cardigan,4900,1246,0.0,0,0,0,0,0,1300,0,0,Thời Trang Nữ
47,"Áo len dáng ngắn croptop cổ vuông, Áo len mỏng ngắn tay croptop AL6610 - NhiNhi Shop",82000.0,VUÔNG,Thời Trang Nữ/Áo len & Cardigan,1500,3330,4.9,343,14,5,1,1,364,158,120,Thời Trang Nữ
48,Áo Cardigan Len Lông Thỏ Mịn Cúc Ngọc Siêu Xinh Có Bigsize (cdg006),150000.0,VUÔNG,Thời Trang Nữ/Áo len & Cardigan,5500,142230,0.0,0,0,0,0,0,1300,0,0,Thời Trang Nữ
49,Áo cardigan len gắn tag huy hiệu Simbabo ( Ảnh thật - Chuẩn form dài rộng ),183000.0,VUÔNG,Thời Trang Nữ/Áo len & Cardigan,1300,788,0.0,0,0,0,0,0,589,0,0,Thời Trang Nữ
50,Áo cardigan chùm mông kẻ ô dệt kim dày dặn,159000.0,VUÔNG,Thời Trang Nữ/Áo len & Cardigan,651,2,0.0,0,0,0,0,0,215,0,0,Thời Trang Nữ
51,{SẴN} Áo khoác cardigan dạ lông thỏ len tiểu thư viền ngọc Hàn Quốc,140000.0,VUÔNG,"Thời Trang Nữ/Áo khoác, Áo choàng & Vest/Áo khoác mùa đông & Áo choàng",559,549,4.7,145,19,3,3,3,173,118,79,Thời Trang Nữ
52,ÁO LEN QUẢNG CHÂU CỔ LỌ,69000.0,VUÔNG,Thời Trang Nữ/Áo len & Cardigan,2200,215,0.0,0,0,0,0,0,247,0,0,Thời Trang Nữ
53,"sét áo len lưới 2 chi tiết tay dài dáng rộng siêu xinh  , phong cách thời trang dành cho nữ (có sẵn)",166000.0,VUÔNG,Thời Trang Nữ/Áo len & Cardigan,253,326,4.9,107,2,3,0,1,113,76,70,Thời Trang Nữ
54,Áo Len Nữ Cổ Lọ Lông Cừu Hàng Quảng Châu Cao Cấp A556 SUTANO,78000.0,VUÔNG,"Thời Trang Nữ/Áo khoác, Áo choàng & Vest/Áo khoác mùa đông & Áo choàng",7800,142230,0.0,0,0,0,0,0,2100,0,0,Thời Trang Nữ
55,Áo Len Xanh Kẻ Croptop Cực Chất Hàng Quảng Châu,126000.0,VUÔNG,Thời Trang Nữ/Áo len & Cardigan,1300,998,0.0,0,0,0,0,0,387,0,0,Thời Trang Nữ
56,áo len dáng rộng dài nam nữ thiết kế rách phong cách hàn quốc nhà bạch tuộc ( oHz knit over top ),361800.0,VUÔNG,Thời Trang Nữ/Áo len & Cardigan,394,6,5.0,120,1,2,0,0,123,69,64,Thời Trang Nữ
57,Áo len xù ngắn tay cổ lượn viền mint tingoan DATE MAKER TOP/MINT,249000.0,tingoan,Thời Trang Nữ/Áo len & Cardigan,1700,171,0.0,0,0,0,0,0,589,0,0,Thời Trang Nữ
58,"Áo croptop tay dài cổ vuông dáng ôm body thu đông, Áo thun nữ cổ vuông dáng ôm croptop - A014",57000.0,VUÔNG,Thời Trang Nữ/Áo len & Cardigan,5200,976,4.7,563,37,16,11,19,645,341,270,Thời Trang Nữ
59,[Trùm Sỉ Len ] ÁO CADIGAN KẺ SỌC PHONG CÁCH HÀN QUỐC - CLG04,149000.0,VUÔNG,Thời Trang Nữ/Áo len & Cardigan,1800,2231,0.0,0,0,0,0,0,728,0,0,Thời Trang Nữ
60,Áo khoác XINLANYASHE lông cừu dày tay dài dáng rộng thời trang Hàn Quốc thu đông dễ phối đồ cho nữ Áo khoác len lông cừu tay dài dáng rộng phong cách Hàn Quốc cho nữ áo khoác lông tim áo khoác,119000.0,XINLANYASHE,"Thời Trang Nữ/Áo khoác, Áo choàng & Vest/Áo khoác mùa đông & Áo choàng",386,142230,4.4,69,7,7,6,3,92,61,39,Thời Trang Nữ
61,ÁO KHOÁC LEN CÚC NGỌC 2 TÚI ( ẢNH THẬT SHOP CHỤP ),250750.0,XINLANYASHE,Thời Trang Nữ/Áo len & Cardigan,627,2,4.9,157,9,0,0,0,166,113,89,Thời Trang Nữ
62,ÁO CADIGAN TAG NO.NO Style LEN THỪNG HÀNG CHUẨN XỊN MẪU MẶC,289000.0,XINLANYASHE,Thời Trang Nữ/Áo len & Cardigan,5300,200,0.0,0,0,0,0,0,2500,0,0,Thời Trang Nữ
63,ÁO CADIGAN LEN CEL.INE ( sẵn),450000.0,XINLANYASHE,Thời Trang Nữ/Áo len & Cardigan,34,0,4.5,10,2,0,0,1,13,8,4,Thời Trang Nữ
64,ÁO CHOÀNG LEN KẾT HỢP LÔNG THỎ,178000.0,XINLANYASHE,Thời Trang Nữ/Áo len & Cardigan,58,498,4.6,16,0,2,0,1,19,11,6,Thời Trang Nữ
65,Áo Khoác Cardigan Nữ Hàn Quốc - Halinh Shop - Áo Len Quảng Châu 2 Mặt Màu Trắng Kem Mặc Thu Đông Size M L,175000.0,XINLANYASHE,Thời Trang Nữ/Áo len & Cardigan,478,898,0.0,0,0,0,0,0,142,0,0,Thời Trang Nữ
66,[ Chọn mẫu ] Áo Len 2hand sweater siêu phẩm 2022 –Áp mã AFFU11NAM,92500.0,XINLANYASHE,Thời Trang Nữ/Áo len & Cardigan,346,31,4.8,116,4,4,1,2,127,95,88,Thời Trang Nữ
67,Áo len lông thỏ dáng croptop (ảnh thật tự chụp),215000.0,XINLANYASHE,"Thời Trang Nữ/Áo khoác, Áo choàng & Vest/Áo khoác mùa đông & Áo choàng",201,1119,4.9,44,3,1,0,0,48,26,22,Thời Trang Nữ
68,Áo len nam cổ lửng 3 phân hàn quốc,149000.0,XINLANYASHE,"Thời Trang Nam/Áo Hoodie, Áo Len & Áo Nỉ/Áo Len",624,2138,4.8,146,11,10,1,2,170,78,55,Thời Trang Nam
69,Áo croptop thuỷ thủ tay dài Forgirl cá tính phong cách Hàn Quốc,105000.0,XINLANYASHE,"Thời Trang Nam/Áo Hoodie, Áo Len & Áo Nỉ/Áo Len",2600,80,4.9,1100,30,11,1,5,1200,594,511,Thời Trang Nam
70,"⚡️[Hight Quality] - Áo Len Sweater Chrom Heart Logo Knit, Áo sweater len CH rách chất len đan",650000.0,XINLANYASHE,"Thời Trang Nam/Áo Hoodie, Áo Len & Áo Nỉ/Áo Len",30,3,4.9,6,1,0,0,0,7,1,1,Thời Trang Nam
71,(HÀNG SẴN)SET ÁO CARDIGAN LEN KẺ CARO MIX ÁO 2 DÂY SIÊU XINH,175000.0,XINLANYASHE,Thời Trang Nữ/Áo len & Cardigan,2800,29,4.9,1100,43,12,3,6,1200,829,776,Thời Trang Nữ
72,Áo Khoác Cardigan Len Cổ Tim Xinh Xắn Cho Nữ Chất Len Tăm Phong Cách Ulzzang Hàn Quốc Nhiều Màu,62000.0,Ulzzang,Thời Trang Nữ/Áo len & Cardigan,6300,7495,4.9,2100,75,22,5,4,2200,1100,897,Thời Trang Nữ
73,ÁO CADIGAN GÂN DỆT KIM CÚC ĐỒNG 3M,140000.0,Ulzzang,Thời Trang Nữ/Áo len & Cardigan,364,63,4.7,46,8,0,1,1,56,23,18,Thời Trang Nữ
74,"Cardigan Nữ, Tất Cả Các Mẫu Cadigan_Áo Choàng Len Bạn Cần Shop Đều Có",186000.0,Ulzzang,Thời Trang Nữ/Áo len & Cardigan,5700,18873,4.9,2200,119,37,14,14,2400,1400,1100,Thời Trang Nữ
75,Porozi Áo sweater Áo croptop dệt kim dáng ngắn phối tua rua phong cách Hàn Quốc thời trang cho nữ,129000.0,porozi,Thời Trang Nữ/Áo len & Cardigan,677,142230,4.9,204,16,2,0,3,225,137,124,Thời Trang Nữ
76,Áo len tay dài cổ bẻ dáng rộng kẻ sọc,86000.0,porozi,Thời Trang Nữ/Áo len & Cardigan,1800,771,4.9,571,35,15,3,3,627,383,331,Thời Trang Nữ
77,"(Sẵn) Áo cardigan len Hàn Quốc. Áo khoác len dáng dài. Chất liệu len dày mềm mại, dáng dài trẻ trung mẫu mới nhất 2022",151777.5,porozi,"Thời Trang Nữ/Áo khoác, Áo choàng & Vest/Áo khoác mùa đông & Áo choàng",132,1149,4.8,30,0,1,0,1,32,14,12,Thời Trang Nữ
78,Áo len không tay phong các hàn quốc  Áo Gile nữ [ 100c đầu rẻ nhất ] -GL29,99000.0,porozi,Thời Trang Nữ/Áo len & Cardigan,296,4,4.9,88,0,3,0,1,92,57,49,Thời Trang Nữ
79,Áo khoác Cardigan Len Hoa Thêu Nổi Áo Len Đà Lạt,214000.0,porozi,Thời Trang Nữ/Áo len & Cardigan,113,217,5.0,40,1,0,0,0,40,30,25,Thời Trang Nữ
80,Áo khoác Cardigan cá tính cho nữ dài tay nhiều màu sắc - CLG10,149000.0,porozi,Thời Trang Nữ/Áo len & Cardigan,835,5048,4.9,290,10,7,2,3,312,233,187,Thời Trang Nữ
81,Áo khoác trơn đen HSU1,49000.0,porozi,Thời Trang Nữ/Áo len & Cardigan,4600,4763,4.5,1500,171,112,59,90,1900,940,653,Thời Trang Nữ
82,"Áo len Cardigan phối viền nữ , áo thu đông form rộng cho nữ dưới 60kg",199000.0,porozi,Thời Trang Nữ/Áo/Khác,3500,1025,4.6,57,3,4,2,2,68,37,31,Thời Trang Nữ
83,[VIDEO THẬT] SẴN Áo len cổ tròn màu tím dáng rộng bigsize len vặn thừng cao cấp phong cách ngọt ngào,181000.0,porozi,Thời Trang Nữ/Áo len & Cardigan,387,9,4.7,105,13,3,2,4,127,91,79,Thời Trang Nữ
84,Sẵn - Gile Len Lông Thỏ | Áo Gile Cardigan Len Nữ Chất Lông Mềm Mịn Sang Chảnh Hàng Quảng Châu,350000.0,porozi,Thời Trang Nữ/Áo len & Cardigan,285,77,4.9,85,2,2,0,0,89,57,45,Thời Trang Nữ
85,"Áo Gile Nữ Trơn Cổ Tim Chất Len Mỏng Đơn Giản Nhiều Màu, Labibi",95000.0,porozi,"Thời Trang Nữ/Áo khoác, Áo choàng & Vest/Áo khoác mùa đông & Áo choàng",733,104,5.0,239,7,2,0,0,248,152,131,Thời Trang Nữ
86,"ÁO LEN CỔ LỌ CHẤT ĐẸP (Ảnh thật , video)",97000.0,porozi,"Thời Trang Nữ/Áo khoác, Áo choàng & Vest/Áo khoác mùa đông & Áo choàng",123,49,4.8,24,0,0,0,1,25,16,14,Thời Trang Nữ
87,"Áo len nữ croptop cổ chữ V dài tay màu đen ghi xanh than be phong cách Hàn Quốc, tặng dây buộc tóc, tặng túi thơm",137000.0,porozi,Thời Trang Nữ/Áo len & Cardigan,8200,24751,4.9,3200,152,59,19,27,3500,1700,1400,Thời Trang Nữ
88,"Áo len nữ trễ vai tay phồng form rộng, xẻ vai mềm mịn cao cấp LICA - A08",235000.0,porozi,Thời Trang Nữ/Áo len & Cardigan,2900,9,4.9,1200,48,18,0,8,1200,846,734,Thời Trang Nữ
89,"Áo gile len hàn quốc, áo ghile len nữ trơn phối 2 khuy cá tính trẻ trung hàng quảng châu M13601",137000.0,porozi,Thời Trang Nữ/Áo len & Cardigan,967,2521,4.9,257,14,1,1,0,273,166,134,Thời Trang Nữ
90,Xiaozhainv Áo khoác cardigan dệt kim tay dài dáng rộng thời trang dành cho nữ,164537.27,XIAO ZHAI NV,Thời Trang Nữ/Áo len & Cardigan,1700,8461,0.0,0,0,0,0,0,552,0,0,Thời Trang Nữ
91,Áo khoác cardigan len nữ Quảng châu họa tiết hình thoi kim cương trám caro phong cách hàn quốc vintage ulzzang - CLG05,110000.0,Ulzzang,Thời Trang Nữ/Áo len & Cardigan,1000,142230,4.9,365,21,6,1,1,394,275,234,Thời Trang Nữ
92,Áo len cổ lọ vạt chéo 3 màu xinh (kèm ảnh thật và video),195000.0,Ulzzang,Thời Trang Nữ/Áo len & Cardigan,183,38,4.8,35,5,2,0,0,42,26,20,Thời Trang Nữ
93,Cocory vn Áo Cardigan Ngắn Cổ Tròn Tay Dài 2 Màu Sắc Lựa Chọn Thời Trang Dành Cho Nữ,169000.0,Ulzzang,Thời Trang Nữ/Áo len & Cardigan,1300,29794,4.8,310,17,9,5,2,343,209,189,Thời Trang Nữ
94,𝐙𝐢𝐧𝐧𝐢𝐚/𝐀́𝐨 𝐥𝐞𝐧 𝐭𝐡𝐮̛̀𝐧𝐠 𝐜𝐨̂̉ 𝐭𝐫𝐨̀𝐧 𝐜𝐡𝐚̂́𝐭 𝐝𝐚̂̀𝐲 𝐦𝐮̀𝐚 đ𝐨̂𝐧𝐠,230000.0,Ulzzang,Thời Trang Nữ/Áo len & Cardigan,90,2,5.0,31,0,0,0,0,31,20,18,Thời Trang Nữ
95,HUANG YOYO Áo Thun Tay Dài Chống Nắng Phong Cách Thời Trang Hàn Quốc Cho Nữ Áo mỏng,95000.0,Ulzzang,Thời Trang Nữ/Áo len & Cardigan,1700,34205,4.8,412,24,8,6,4,454,310,281,Thời Trang Nữ
96,Cocory vn Áo Croptop Dệt Kim Tay Dài Cổ Tròn Thiết Kế Hợp Thời Trang Cho Nữ,179000.0,Ulzzang,Thời Trang Nữ/Áo len & Cardigan,733,142230,4.8,164,10,3,2,5,177,112,94,Thời Trang Nữ
97,"[Ảnh/video thật] Áo len cổ thuyền trơn L06, áo len dày dặn dáng dài nhiều màu cực trendy.",215000.0,Ulzzang,Thời Trang Nữ/Áo len & Cardigan,88,181,4.9,17,2,0,0,0,19,14,10,Thời Trang Nữ
98,𝗺𝗶𝗲 𝘀𝘁𝘂𝗱𝗶𝗼 - HÀNG CÓ SẴN Cardigan trơn cài khuy phong cách Hàn Quốc,255000.0,Ulzzang,Thời Trang Nữ/Áo len & Cardigan,782,24,4.9,173,4,0,1,1,179,107,95,Thời Trang Nữ
99,"Áo sweater, áo len dệt kim tay dài sọc đen trắng thiết kế rách Hàn Quốc",105000.0,Ulzzang,Thời Trang Nữ/Áo len & Cardigan,2600,29711,3.2,51,5,1,2,44,103,87,28,Thời Trang Nữ
100,𝐙𝐢𝐧𝐧𝐢𝐚/𝐀́𝐨 𝐥𝐞𝐧 𝐯𝐚̣̆𝐧 𝐭𝐡𝐮̛̀𝐧𝐠 𝐭𝐡𝐞̂𝐮 𝐩𝐨𝐥𝐨 𝐡𝐚̀𝐧 𝐪𝐮𝐨̂́𝐜 sẽ,177000.0,Ulzzang,Thời Trang Nữ/Áo len & Cardigan,370,1,4.9,81,2,2,0,0,85,50,40,Thời Trang Nữ
101,DirtyCoins Áo Khoác Print Cardigan - Ivory/Black,441000.0,DIRTY COINS,Thời Trang Nữ/Áo len & Cardigan,407,175,4.8,140,8,6,0,1,155,69,59,Thời Trang Nữ
102,(có SẴN )Áo cardigan len thêu Chrome Heart,547500.0,Chrome Hearts,Thời Trang Nữ/Áo len & Cardigan,19,0,5.0,8,0,0,0,0,8,6,4,Thời Trang Nữ
103,(Sẵn) Áo len cổ lọ form rộng tay phồng phối màu độc đáo S-4XL,165000.0,Chrome Hearts,Thời Trang Nữ/Áo len & Cardigan,102,214,4.8,32,2,1,0,1,36,24,20,Thời Trang Nữ
104,áo len kẻ đen trắng boy phố phong cách unisex hottrend 2022,149000.0,Chrome Hearts,"Thời Trang Nam/Áo Hoodie, Áo Len & Áo Nỉ/Áo Len",20,57,2.4,1,1,0,0,3,5,2,1,Thời Trang Nam
105,Áo len croptop trắng trơn đính nơ  [HÌNH THẬT],219500.0,Chrome Hearts,Thời Trang Nữ/Áo len & Cardigan,433,5981,4.9,125,4,1,1,0,131,82,74,Thời Trang Nữ
106,Áo len xù cardigan croptop tặng kèm quây len trắng tingoan WAY 2 SEXY CARIGAN/WH,380000.0,tingoan,Thời Trang Nữ/Áo len & Cardigan,2400,21,5.0,820,12,2,0,1,835,579,533,Thời Trang Nữ
107,Áo len cho chị khách,59000.0,tingoan,Thời Trang Nữ/Áo len & Cardigan,4800,284,4.9,1100,41,20,9,1,1200,860,785,Thời Trang Nữ
